dataset,player_trained_on,test_type,iteration,accuracy,precision,recall,f1,kappa
cnsm,Eugénie,Same Player,3,1.0,1.0,1.0,1.0,1.0
cnsm,Eugénie,Different Player,3,0.9335394126738794,0.9314337377563833,0.9276299300303664,0.9294480894471411,0.8965222574223177
cnsm,Eugénie,Same Player,4,1.0,1.0,1.0,1.0,1.0
cnsm,Eugénie,Different Player,4,0.9227202472952086,0.914524615825194,0.9190534324740544,0.9166461694605408,0.880135019471112
cnsm,Eugénie,Same Player,5,1.0,1.0,1.0,1.0,1.0
cnsm,Eugénie,Different Player,5,0.9258114374034003,0.9183702252690157,0.9216705643874219,0.9199644108156743,0.8848601859120936
cnsm,Eugénie,Same Player,6,1.0,1.0,1.0,1.0,1.0
cnsm,Eugénie,Different Player,6,0.9358578052550232,0.9329592817545854,0.9313336337340702,0.9321237303569913,0.9002236101472743
cnsm,Eugénie,Same Player,7,1.0,1.0,1.0,1.0,1.0
cnsm,Eugénie,Different Player,7,0.9234930448222566,0.9210490612686706,0.9150813321571641,0.9178574668532908,0.8807685184064868
cnsm,Eugénie,Same Player,8,1.0,1.0,1.0,1.0,1.0
cnsm,Eugénie,Different Player,8,0.9350850077279753,0.9330395942616502,0.9306761715381464,0.9317798534932166,0.8989936160129353
cnsm,Eugénie,Same Player,9,1.0,1.0,1.0,1.0,1.0
cnsm,Eugénie,Different Player,9,0.9327666151468316,0.9297099275690884,0.9275495735397535,0.9285895024601437,0.8953901335290892
cnsm,Antonin,Same Player,0,1.0,1.0,1.0,1.0,1.0
cnsm,Antonin,Different Player,0,0.8836363636363637,0.8866552623004235,0.8757326777936986,0.8787179107948475,0.8187166788895572
cnsm,Antonin,Same Player,1,0.8571428571428571,0.5555555555555555,0.6666666666666666,0.6,0.7407407407407407
cnsm,Antonin,Different Player,1,0.8429090909090909,0.8329997845016974,0.8349533994588247,0.8335304091357904,0.7563700615719299
cnsm,Antonin,Same Player,2,1.0,1.0,1.0,1.0,1.0
cnsm,Antonin,Different Player,2,0.8872727272727273,0.8901178796866681,0.886917507904912,0.8870163098547593,0.8248660970346595
cnsm,Antonin,Same Player,3,1.0,1.0,1.0,1.0,1.0
cnsm,Antonin,Different Player,3,0.8574545454545455,0.8543329111169475,0.8531001930265668,0.8522670550186643,0.7786793026139658
cnsm,Antonin,Same Player,4,0.8571428571428571,0.8888888888888888,0.9166666666666666,0.8857142857142857,0.7666666666666666
cnsm,Antonin,Different Player,4,0.8981818181818182,0.897863926275949,0.8939970472629031,0.8950745950204336,0.8416896525067312
cnsm,Antonin,Same Player,5,1.0,1.0,1.0,1.0,1.0
cnsm,Antonin,Different Player,5,0.8618181818181818,0.8531482505713165,0.8724951547763556,0.8589424929344984,0.7881194414301309
cnsm,Antonin,Same Player,6,0.8571428571428571,0.5555555555555555,0.6666666666666666,0.6,0.7407407407407407
cnsm,Antonin,Different Player,6,0.8552727272727273,0.846787770174867,0.8497259062651787,0.8480538934663739,0.7755998628791122
cnsm,Antonin,Same Player,7,1.0,1.0,1.0,1.0,1.0
cnsm,Antonin,Different Player,7,0.893090909090909,0.903227194690162,0.8789162440500329,0.8880429347057196,0.8325435159026702
cnsm,Antonin,Same Player,8,1.0,1.0,1.0,1.0,1.0
cnsm,Antonin,Different Player,8,0.8610909090909091,0.8604497275161096,0.8502846186870068,0.8546293374054539,0.7832622771965094
cnsm,Antonin,Same Player,9,1.0,1.0,1.0,1.0,1.0
cnsm,Antonin,Different Player,9,0.8727272727272727,0.889781483997015,0.858472339081921,0.8697293247849696,0.800262470677493
cnsm,Victor,Same Player,0,1.0,1.0,1.0,1.0,1.0
cnsm,Victor,Different Player,0,0.8336980306345733,0.8187066481703464,0.8351057257966404,0.821475008446992,0.746161417003128
cnsm,Victor,Same Player,1,1.0,1.0,1.0,1.0,1.0
cnsm,Victor,Different Player,1,0.7957695113056164,0.7675897180878922,0.7693151068609073,0.768340488725355,0.6833545871022342
cnsm,Victor,Same Player,2,1.0,1.0,1.0,1.0,1.0
cnsm,Victor,Different Player,2,0.8147337709700948,0.808419081654689,0.8227856796033173,0.8026633431180806,0.7204318512797705
cnsm,Victor,Same Player,3,1.0,1.0,1.0,1.0,1.0
cnsm,Victor,Different Player,3,0.8103574033552152,0.7904996312027158,0.7952134053571044,0.7923566771031233,0.7065868559208609
cnsm,Victor,Same Player,4,1.0,1.0,1.0,1.0,1.0
cnsm,Victor,Different Player,4,0.8147337709700948,0.7953898774142893,0.8066665794417136,0.7986781406969369,0.7155215935770688
cnsm,Victor,Same Player,5,0.875,0.9166666666666666,0.8333333333333334,0.8412698412698413,0.8048780487804879
cnsm,Victor,Different Player,5,0.7913931436907367,0.7726827693703034,0.7568032132186024,0.7624217455666479,0.6723614680922889
cnsm,Victor,Same Player,6,1.0,1.0,1.0,1.0,1.0
cnsm,Victor,Different Player,6,0.8264040846097739,0.8079452656286549,0.820405948806647,0.8115227955407797,0.733563380948726
cnsm,Victor,Same Player,7,1.0,1.0,1.0,1.0,1.0
cnsm,Victor,Different Player,7,0.8045222465353756,0.7855107317961793,0.7967246903582371,0.7869397430266996,0.7009946013863548
cnsm,Victor,Same Player,8,1.0,1.0,1.0,1.0,1.0
cnsm,Victor,Different Player,8,0.8059810357403355,0.7942235525470579,0.8066969144299367,0.7912059586841543,0.7059111941899304
cnsm,Victor,Same Player,9,1.0,1.0,1.0,1.0,1.0
cnsm,Victor,Different Player,9,0.8059810357403355,0.7932316972641664,0.8056154989868917,0.7908510029811974,0.7056096946683199
villefavard2026,Alan,Same Player,0,0.75,0.6944444444444443,0.75,0.688888888888889,0.6923076923076923
villefavard2026,Alan,Different Player,0,0.6346153846153846,0.6045656680941905,0.6404836467146497,0.5914283895376332,0.5745352759635398
villefavard2026,Alan,Same Player,1,0.875,0.9166666666666666,0.9166666666666666,0.8888888888888888,0.8490566037735849
villefavard2026,Alan,Different Player,1,0.6634615384615384,0.6324934400137652,0.6674932126299907,0.6276788401348282,0.6080917802155734
villefavard2026,Alan,Same Player,2,0.625,0.7222222222222222,0.6666666666666666,0.6388888888888888,0.5555555555555556
villefavard2026,Alan,Different Player,2,0.6153846153846154,0.5755403698065076,0.6215548888801169,0.5760439154677349,0.5522655792205307
villefavard2026,Alan,Same Player,3,0.875,0.9444444444444443,0.9166666666666666,0.9111111111111111,0.8461538461538461
villefavard2026,Alan,Different Player,3,0.6314102564102564,0.5960076698663654,0.6377500581147998,0.5862858381943571,0.5710596786534048
villefavard2026,Alan,Same Player,4,0.75,0.75,0.75,0.7222222222222222,0.6981132075471699
villefavard2026,Alan,Different Player,4,0.6891025641025641,0.6187248739516341,0.6934080272986048,0.6414978177585189,0.637769452656525
villefavard2026,Alan,Same Player,5,0.75,0.6944444444444443,0.75,0.6888888888888888,0.6923076923076923
villefavard2026,Alan,Different Player,5,0.5993589743589743,0.5881218622483549,0.6061825374895283,0.549378396230787,0.5340056397266166
villefavard2026,Alan,Same Player,6,0.875,0.9166666666666666,0.9166666666666666,0.8888888888888888,0.8490566037735849
villefavard2026,Alan,Different Player,6,0.6410256410256411,0.5886741761977612,0.6465718847177814,0.5913475233631248,0.5821944833028445
villefavard2026,Alan,Same Player,7,0.75,0.6944444444444443,0.75,0.7166666666666667,0.6862745098039216
villefavard2026,Alan,Different Player,7,0.6153846153846154,0.6001441274184092,0.6214474313258508,0.5756272681307484,0.5524582521486547
villefavard2026,Alan,Same Player,8,1.0,1.0,1.0,1.0,1.0
villefavard2026,Alan,Different Player,8,0.6826923076923077,0.6251157560495287,0.6873094821423089,0.6388515744726236,0.630517476494653
villefavard2026,Alan,Same Player,9,0.75,0.8333333333333334,0.8333333333333334,0.8055555555555555,0.6981132075471699
villefavard2026,Alan,Different Player,9,0.6378205128205128,0.5802594364641512,0.6427398167519748,0.5967093172665727,0.5780655353167861
villefavard2026,Catherine,Same Player,0,0.9166666666666666,0.9523809523809523,0.9285714285714286,0.9238095238095239,0.9016393442622951
villefavard2026,Catherine,Different Player,0,0.8305084745762712,0.8447121199843831,0.831866513772356,0.8325832800521652,0.8023450586264657
villefavard2026,Catherine,Same Player,1,1.0,1.0,1.0,1.0,1.0
villefavard2026,Catherine,Different Player,1,0.7423728813559322,0.7887088037518619,0.7442137933913316,0.7468048909084528,0.6999384351829545
villefavard2026,Catherine,Same Player,2,0.9166666666666666,0.9523809523809524,0.9285714285714286,0.9238095238095237,0.9016393442622951
villefavard2026,Catherine,Different Player,2,0.7694915254237288,0.8022642065817047,0.7747323326449814,0.7695716440264893,0.731950773013349
villefavard2026,Catherine,Same Player,3,0.8333333333333334,0.738095238095238,0.8571428571428571,0.780952380952381,0.8048780487804879
villefavard2026,Catherine,Different Player,3,0.7762711864406779,0.8032679295837191,0.7790958773375108,0.7832534271278855,0.7392562038810248
villefavard2026,Catherine,Same Player,4,1.0,1.0,1.0,1.0,1.0
villefavard2026,Catherine,Different Player,4,0.8169491525423729,0.8370639822827596,0.8226735387257226,0.8192592506917825,0.7867641153321018
villefavard2026,Catherine,Same Player,5,0.8333333333333334,0.7380952380952381,0.7857142857142857,0.7333333333333333,0.8032786885245902
villefavard2026,Catherine,Different Player,5,0.7762711864406779,0.819206332640034,0.7791134749160842,0.7844938993756234,0.7395248033392198
villefavard2026,Catherine,Same Player,6,0.8333333333333334,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8032786885245902
villefavard2026,Catherine,Different Player,6,0.8,0.8099684851451826,0.8020019905726088,0.7971771101119388,0.766885873859877
villefavard2026,Catherine,Same Player,7,0.9166666666666666,0.9523809523809523,0.9285714285714286,0.9238095238095239,0.9016393442622951
villefavard2026,Catherine,Different Player,7,0.8203389830508474,0.8358785732539885,0.824412834282375,0.8225660856142138,0.7906120262488282
villefavard2026,Catherine,Same Player,8,0.75,0.5714285714285714,0.7142857142857143,0.619047619047619,0.7049180327868853
villefavard2026,Catherine,Different Player,8,0.735593220338983,0.7946030418856507,0.7379666529978498,0.7423982824127179,0.6920049793197607
villefavard2026,Catherine,Same Player,9,1.0,1.0,1.0,1.0,1.0
villefavard2026,Catherine,Different Player,9,0.7932203389830509,0.813534190771531,0.7970900562222172,0.7951300410614515,0.7591933411840275
villefavard2026,Hugo,Same Player,0,0.9166666666666666,0.8095238095238094,0.8571428571428571,0.8285714285714285,0.9008264462809917
villefavard2026,Hugo,Different Player,0,0.7294520547945206,0.7720116348226497,0.724168834424337,0.7210617326054856,0.6839653660675142
villefavard2026,Hugo,Same Player,1,0.8333333333333334,0.7857142857142857,0.7857142857142857,0.7619047619047619,0.8016528925619835
villefavard2026,Hugo,Different Player,1,0.7294520547945206,0.7903054483356342,0.7240055409571656,0.7237176528293642,0.6839177320124417
villefavard2026,Hugo,Same Player,2,0.75,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7073170731707317
villefavard2026,Hugo,Different Player,2,0.7808219178082192,0.8083419484116348,0.7765004575831984,0.7748292157179387,0.7440035068012767
villefavard2026,Hugo,Same Player,3,1.0,1.0,1.0,1.0,1.0
villefavard2026,Hugo,Different Player,3,0.7945205479452054,0.8204053614927498,0.792306509731098,0.7898435959711216,0.7600558773984141
villefavard2026,Hugo,Same Player,4,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8032786885245902
villefavard2026,Hugo,Different Player,4,0.7842465753424658,0.8108904912310485,0.7801951601311032,0.7785392785802706,0.747941301398956
villefavard2026,Hugo,Same Player,5,0.9166666666666666,0.8095238095238094,0.8571428571428571,0.8285714285714285,0.9008264462809917
villefavard2026,Hugo,Different Player,5,0.7602739726027398,0.797628950312383,0.7565102286548557,0.7607574220438628,0.7200536883337442
villefavard2026,Hugo,Same Player,6,1.0,1.0,1.0,1.0,1.0
villefavard2026,Hugo,Different Player,6,0.8458904109589042,0.8621891448454413,0.844195537326692,0.8443994748409098,0.8200640867636184
villefavard2026,Hugo,Same Player,7,1.0,1.0,1.0,1.0,1.0
villefavard2026,Hugo,Different Player,7,0.8356164383561644,0.8463535494283033,0.8338091602882906,0.8351495169637376,0.8080236683148653
villefavard2026,Hugo,Same Player,8,1.0,1.0,1.0,1.0,1.0
villefavard2026,Hugo,Different Player,8,0.8116438356164384,0.8266478776092633,0.8086573495565345,0.8083414975393273,0.7800301328585125
villefavard2026,Hugo,Same Player,9,0.8333333333333334,0.7619047619047619,0.8571428571428571,0.7999999999999999,0.8032786885245902
villefavard2026,Hugo,Different Player,9,0.75,0.7857792406580117,0.7457896016274379,0.7541526548386364,0.7077357610990759
villefavard2026,Silvian,Same Player,0,0.875,0.9285714285714286,0.9285714285714286,0.9047619047619049,0.8545454545454545
villefavard2026,Silvian,Different Player,0,0.5207667731629393,0.5590036923860453,0.5148169626193142,0.5162108511462887,0.4382963450379853
villefavard2026,Silvian,Same Player,1,1.0,1.0,1.0,1.0,1.0
villefavard2026,Silvian,Different Player,1,0.4952076677316294,0.5379624468357728,0.49553693631241214,0.4873506651393993,0.4107427972261277
villefavard2026,Silvian,Same Player,2,1.0,1.0,1.0,1.0,1.0
villefavard2026,Silvian,Different Player,2,0.5399361022364217,0.5624343047682194,0.5388502284078992,0.5229532004408048,0.46167259871485555
villefavard2026,Silvian,Same Player,3,0.875,0.7857142857142857,0.8571428571428571,0.8095238095238094,0.8518518518518519
villefavard2026,Silvian,Different Player,3,0.48881789137380194,0.5606948074928371,0.4850732771645426,0.4820576428668658,0.40153678851830166
villefavard2026,Silvian,Same Player,4,0.875,0.9285714285714286,0.9285714285714286,0.9047619047619049,0.8545454545454545
villefavard2026,Silvian,Different Player,4,0.5463258785942492,0.5747156987827521,0.5411849659610019,0.5156028393036272,0.4685209322348045
villefavard2026,Silvian,Same Player,5,1.0,1.0,1.0,1.0,1.0
villefavard2026,Silvian,Different Player,5,0.49201277955271566,0.49468357039785615,0.49348748644661294,0.46301007057742977,0.40732404430153624
villefavard2026,Silvian,Same Player,6,0.875,0.9285714285714286,0.9285714285714286,0.9047619047619049,0.8545454545454545
villefavard2026,Silvian,Different Player,6,0.5175718849840255,0.5559510002648147,0.5123726870367408,0.5137830131922717,0.4346936822716073
villefavard2026,Silvian,Same Player,7,1.0,1.0,1.0,1.0,1.0
villefavard2026,Silvian,Different Player,7,0.5207667731629393,0.5415241276703516,0.5207040206900229,0.5247993929626484,0.4400448441189799
villefavard2026,Silvian,Same Player,8,0.875,0.9285714285714286,0.9285714285714286,0.9047619047619049,0.8545454545454545
villefavard2026,Silvian,Different Player,8,0.5175718849840255,0.5564007017317713,0.5115837021632094,0.5174329919392616,0.4348829423440229
villefavard2026,Silvian,Same Player,9,0.75,0.619047619047619,0.7142857142857143,0.6428571428571429,0.7037037037037037
villefavard2026,Silvian,Different Player,9,0.5175718849840255,0.5514597683787941,0.5125495476279351,0.5052553258290816,0.43473424867243926
villefavard2026,Céleste,Same Player,0,0.6666666666666666,0.5476190476190476,0.6428571428571429,0.5619047619047619,0.6097560975609756
villefavard2026,Céleste,Different Player,0,0.847457627118644,0.8683864661660757,0.8458390576439111,0.8506904537356068,0.821797728676135
villefavard2026,Céleste,Same Player,1,0.6666666666666666,0.6904761904761905,0.6428571428571429,0.6285714285714284,0.6033057851239669
villefavard2026,Céleste,Different Player,1,0.8813559322033898,0.8952209531996767,0.8798530702264458,0.8832030458480169,0.8614558872861455
villefavard2026,Céleste,Same Player,2,0.75,0.8809523809523808,0.7857142857142857,0.7809523809523811,0.7049180327868854
villefavard2026,Céleste,Different Player,2,0.847457627118644,0.8789402971346403,0.8434433220562348,0.8481832805478182,0.821809688720654
villefavard2026,Céleste,Same Player,3,0.9166666666666666,0.9523809523809524,0.9285714285714286,0.9238095238095237,0.9016393442622951
villefavard2026,Céleste,Different Player,3,0.9220338983050848,0.9248484176279208,0.9211040380656154,0.9212885477970506,0.9089713833398179
villefavard2026,Céleste,Same Player,4,0.6666666666666666,0.6190476190476192,0.7142857142857143,0.619047619047619,0.6159999999999999
villefavard2026,Céleste,Different Player,4,0.847457627118644,0.8656395123417899,0.8475799075900188,0.8476826885514963,0.8220032180209171
villefavard2026,Céleste,Same Player,5,0.8333333333333334,0.8809523809523808,0.8571428571428571,0.8285714285714285,0.8048780487804879
villefavard2026,Céleste,Different Player,5,0.8711864406779661,0.887442008250846,0.866380863461556,0.8699030730775433,0.8494372364144304
villefavard2026,Céleste,Same Player,6,0.6666666666666666,0.6428571428571429,0.6428571428571429,0.6238095238095237,0.6033057851239669
villefavard2026,Céleste,Different Player,6,0.8677966101694915,0.8837542916210329,0.8621530248913168,0.8644251500715695,0.8454999597131577
villefavard2026,Céleste,Same Player,7,0.5833333333333334,0.6785714285714286,0.6428571428571429,0.619047619047619,0.5121951219512195
villefavard2026,Céleste,Different Player,7,0.8813559322033898,0.8993953846895023,0.8762848689036759,0.8783600567145632,0.8613945121623798
villefavard2026,Céleste,Same Player,8,0.9166666666666666,0.8095238095238094,0.8571428571428571,0.8285714285714285,0.9008264462809917
villefavard2026,Céleste,Different Player,8,0.911864406779661,0.9247220716367722,0.9056314084625511,0.9073288631054409,0.8969667660729158
villefavard2026,Céleste,Same Player,9,0.9166666666666666,0.9523809523809524,0.9285714285714286,0.9238095238095237,0.9016393442622951
villefavard2026,Céleste,Different Player,9,0.8508474576271187,0.8618677713671296,0.8474535841659568,0.8491880931434922,0.82572970650627
villefavard2026,Arthur,Same Player,0,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.8095238095238095,0.8064516129032258
villefavard2026,Arthur,Different Player,0,0.8711864406779661,0.8809949996370338,0.8701905707152445,0.8727331715201923,0.8495362602848208
villefavard2026,Arthur,Same Player,1,1.0,1.0,1.0,1.0,1.0
villefavard2026,Arthur,Different Player,1,0.8711864406779661,0.8853451518262319,0.8665036612143817,0.8723199438159893,0.8494433028459379
villefavard2026,Arthur,Same Player,2,0.9166666666666666,0.9285714285714286,0.9285714285714286,0.9047619047619048,0.9024390243902439
villefavard2026,Arthur,Different Player,2,0.8813559322033898,0.9018652169413323,0.8782526425180992,0.8850004883015299,0.8613461176912953
villefavard2026,Arthur,Same Player,3,0.9166666666666666,0.9523809523809523,0.9285714285714286,0.9238095238095239,0.9016393442622951
villefavard2026,Arthur,Different Player,3,0.9050847457627119,0.909713904167229,0.9019192637031548,0.9035836160836161,0.8891245402561143
villefavard2026,Arthur,Same Player,4,0.75,0.7142857142857143,0.7857142857142857,0.7428571428571429,0.7049180327868853
villefavard2026,Arthur,Different Player,4,0.8813559322033898,0.8807205835728414,0.8766330597158731,0.877040812719161,0.8613703191503645
villefavard2026,Arthur,Same Player,5,1.0,1.0,1.0,1.0,1.0
villefavard2026,Arthur,Different Player,5,0.8677966101694915,0.8851045190530558,0.8657421699679215,0.8715191613291733,0.8455165561135429
villefavard2026,Arthur,Same Player,6,1.0,1.0,1.0,1.0,1.0
villefavard2026,Arthur,Different Player,6,0.8949152542372881,0.9086102924631471,0.8922800949176446,0.897638618863511,0.8772021699430659
villefavard2026,Arthur,Same Player,7,0.8333333333333334,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8032786885245902
villefavard2026,Arthur,Different Player,7,0.8745762711864407,0.9010035737610489,0.8709097061053954,0.8794222080151173,0.8533580535515162
villefavard2026,Arthur,Same Player,8,0.9166666666666666,0.9285714285714286,0.9285714285714286,0.9047619047619048,0.9024390243902439
villefavard2026,Arthur,Different Player,8,0.864406779661017,0.8770640253461683,0.861696029293874,0.8660527936367444,0.8415362922178204
villefavard2026,Arthur,Same Player,9,0.9166666666666666,0.9285714285714286,0.9285714285714286,0.9047619047619048,0.9024390243902439
villefavard2026,Arthur,Different Player,9,0.8915254237288136,0.9034343249293064,0.8871943681643059,0.8909760296825081,0.8732137101106694
villefavard2026,SMD,Same Player,0,0.6666666666666666,0.5476190476190476,0.6428571428571429,0.5476190476190476,0.6086956521739131
villefavard2026,SMD,Different Player,0,0.6806451612903226,0.7588006994149754,0.6733472480907412,0.6920192920644302,0.6261329305135952
villefavard2026,SMD,Same Player,1,0.5555555555555556,0.3333333333333333,0.5,0.38095238095238093,0.47058823529411764
villefavard2026,SMD,Different Player,1,0.6838709677419355,0.8000248110283322,0.6836689052351999,0.7131741853888677,0.6303101841147767
villefavard2026,SMD,Same Player,2,0.8888888888888888,0.7857142857142857,0.8571428571428571,0.8095238095238094,0.8676470588235294
villefavard2026,SMD,Different Player,2,0.7322580645161291,0.8279056768457284,0.7275589277814746,0.7504528126911848,0.6865864353927109
villefavard2026,SMD,Same Player,3,0.7777777777777778,0.738095238095238,0.8571428571428571,0.780952380952381,0.7391304347826088
villefavard2026,SMD,Different Player,3,0.7387096774193549,0.8151914279573853,0.7313356973901459,0.7491859087437138,0.6941162139115604
villefavard2026,SMD,Same Player,4,0.5555555555555556,0.3333333333333333,0.5714285714285714,0.4047619047619047,0.48571428571428565
villefavard2026,SMD,Different Player,4,0.6419354838709678,0.7044773219592786,0.6339192410967499,0.6526246332647744,0.5812849841810659
villefavard2026,SMD,Same Player,5,0.6666666666666666,0.6428571428571429,0.7142857142857143,0.6666666666666667,0.6029411764705882
villefavard2026,SMD,Different Player,5,0.7161290322580646,0.748898308467367,0.7098031504545329,0.7203090892465058,0.6682032133691727
villefavard2026,SMD,Same Player,6,0.5555555555555556,0.41428571428571426,0.5714285714285714,0.46258503401360546,0.4626865671641791
villefavard2026,SMD,Different Player,6,0.6419354838709678,0.739557729239935,0.6402533267762414,0.6631484479177212,0.5813664898535209
villefavard2026,SMD,Same Player,7,0.6666666666666666,0.6904761904761906,0.7857142857142857,0.7238095238095238,0.6086956521739131
villefavard2026,SMD,Different Player,7,0.7322580645161291,0.7942626474432221,0.7313707102561937,0.7480258385423737,0.6871238007223026
villefavard2026,SMD,Same Player,8,0.7777777777777778,0.738095238095238,0.7857142857142857,0.7333333333333334,0.7352941176470589
villefavard2026,SMD,Different Player,8,0.7322580645161291,0.8260874046588332,0.7280805440034929,0.7530134272141515,0.6866856627943791
villefavard2026,SMD,Same Player,9,0.7777777777777778,0.7142857142857143,0.7857142857142857,0.7142857142857143,0.7391304347826086
villefavard2026,SMD,Different Player,9,0.6580645161290323,0.7901280854785835,0.6536777083650211,0.679737980124251,0.5996881319591648
